Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_53_309,VGND,li1,149.5000,157.7600,0.000154
FILLER_53_307,VGND,li1,146.9700,157.7600,0.000154
FILLER_53_301,VGND,li1,145.3600,157.7600,0.000154
FILLER_53_293,VGND,li1,141.2200,157.7600,0.000151
FILLER_53_281,VGND,li1,137.5400,157.7600,0.000147
FILLER_53_277,VGND,li1,133.6300,157.7600,0.000142
FILLER_53_265,VGND,li1,130.1800,157.7600,0.000138
FILLER_53_253,VGND,li1,124.6600,157.7600,0.000132
FILLER_53_249,VGND,li1,120.7500,157.7600,0.000127
FILLER_53_237,VGND,li1,117.3000,157.7600,0.000123
FILLER_53_225,VGND,li1,111.7800,157.7600,0.000117
FILLER_53_221,VGND,li1,107.8700,157.7600,0.000112
FILLER_53_209,VGND,li1,104.4200,157.7600,0.000108
FILLER_53_197,VGND,li1,98.9000,157.7600,0.000102
FILLER_53_193,VGND,li1,94.9900,157.7600,0.000097
FILLER_53_181,VGND,li1,91.5400,157.7600,0.000093
FILLER_53_169,VGND,li1,86.0200,157.7600,0.000086
FILLER_53_165,VGND,li1,82.1100,157.7600,0.000082
FILLER_53_153,VGND,li1,78.6600,157.7600,0.000078
FILLER_53_141,VGND,li1,73.1400,157.7600,0.000071
FILLER_53_137,VGND,li1,69.2300,157.7600,0.000067
FILLER_53_125,VGND,li1,65.7800,157.7600,0.000063
FILLER_53_113,VGND,li1,60.2600,157.7600,0.000056
FILLER_53_109,VGND,li1,56.3500,157.7600,0.000052
FILLER_53_97,VGND,li1,52.9000,157.7600,0.000048
FILLER_53_85,VGND,li1,47.3800,157.7600,0.000041
FILLER_53_83,VGND,li1,43.9300,157.7600,0.000035
FILLER_53_77,VGND,li1,42.3200,157.7600,0.000035
FILLER_53_65,VGND,li1,38.1800,157.7600,0.000030
FILLER_53_55,VGND,li1,31.0500,157.7600,0.000022
FILLER_53_49,VGND,li1,28.7500,157.7600,0.000019
FILLER_53_41,VGND,li1,26.2200,157.7600,0.000014
FILLER_53_29,VGND,li1,21.6200,157.7600,0.000014
FILLER_53_27,VGND,li1,18.1700,157.7600,0.000014
FILLER_53_15,VGND,li1,15.1800,157.7600,0.000014
FILLER_53_3,VGND,li1,9.6600,157.7600,0.000014
FILLER_52_309,VGND,li1,149.5000,152.3200,0.000721
FILLER_52_305,VGND,li1,146.5100,152.3200,0.000721
FILLER_52_297,VGND,li1,143.9800,152.3200,0.000721
FILLER_52_265,VGND,li1,130.1800,152.3200,0.000703
FILLER_52_253,VGND,li1,124.6600,152.3200,0.000688
FILLER_52_251,VGND,li1,121.2100,152.3200,0.000675
FILLER_52_245,VGND,li1,119.6000,152.3200,0.000675
FILLER_52_233,VGND,li1,115.4600,152.3200,0.000664
FILLER_52_221,VGND,li1,109.9400,152.3200,0.000644
FILLER_52_209,VGND,li1,104.4200,152.3200,0.000632
FILLER_52_197,VGND,li1,98.9000,152.3200,0.000616
FILLER_52_193,VGND,li1,94.9900,152.3200,0.000604
FILLER_52_181,VGND,li1,91.5400,152.3200,0.000591
FILLER_52_169,VGND,li1,86.0200,152.3200,0.000576
FILLER_52_160,VGND,li1,79.3500,152.3200,0.000556
FILLER_52_156,VGND,li1,78.2000,152.3200,0.000546
FILLER_52_141,VGND,li1,73.1400,152.3200,0.000526
FILLER_52_139,VGND,li1,69.6900,152.3200,0.000498
FILLER_52_133,VGND,li1,68.0800,152.3200,0.000498
FILLER_52_121,VGND,li1,63.9400,152.3200,0.000475
FILLER_52_109,VGND,li1,58.4200,152.3200,0.000436
FILLER_52_97,VGND,li1,52.9000,152.3200,0.000381
FILLER_52_85,VGND,li1,47.3800,152.3200,0.000350
FILLER_52_83,VGND,li1,43.9300,152.3200,0.000313
FILLER_52_79,VGND,li1,42.7800,152.3200,0.000313
FILLER_52_53,VGND,li1,31.2800,152.3200,0.000174
FILLER_52_41,VGND,li1,27.1400,152.3200,0.000142
FILLER_52_29,VGND,li1,21.6200,152.3200,0.000119
FILLER_52_27,VGND,li1,18.1700,152.3200,0.000120
FILLER_52_15,VGND,li1,15.1800,152.3200,0.000120
FILLER_52_3,VGND,li1,9.6600,152.3200,0.000121
FILLER_51_316,VGND,li1,151.1100,152.3200,0.000721
FILLER_51_304,VGND,li1,148.1200,152.3200,0.000721
FILLER_51_292,VGND,li1,142.6000,152.3200,0.000721
FILLER_51_272,VGND,li1,132.4800,152.3200,0.000709
FILLER_51_260,VGND,li1,127.8800,152.3200,0.000697
FILLER_51_248,VGND,li1,122.3600,152.3200,0.000680
FILLER_51_236,VGND,li1,116.8400,152.3200,0.000664
FILLER_51_225,VGND,li1,109.7100,152.3200,0.000644
FILLER_51_223,VGND,li1,108.3300,152.3200,0.000644
