Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_35_209,VGND,li1,103.0400,108.8000,0.000165
FILLER_35_197,VGND,li1,98.9000,108.8000,0.000165
FILLER_35_195,VGND,li1,95.4500,108.8000,0.000165
FILLER_35_189,VGND,li1,93.8400,108.8000,0.000165
FILLER_35_182,VGND,li1,89.9300,108.8000,0.000165
FILLER_35_177,VGND,li1,87.1700,108.8000,0.000161
FILLER_35_169,VGND,li1,85.1000,108.8000,0.000157
FILLER_35_166,VGND,li1,82.3400,108.8000,0.000152
FILLER_35_149,VGND,li1,74.5200,108.8000,0.000135
FILLER_35_141,VGND,li1,72.2200,108.8000,0.000130
FILLER_35_137,VGND,li1,69.2300,108.8000,0.000123
FILLER_35_125,VGND,li1,65.7800,108.8000,0.000116
FILLER_35_113,VGND,li1,60.2600,108.8000,0.000103
FILLER_35_111,VGND,li1,56.8100,108.8000,0.000093
FILLER_35_99,VGND,li1,53.8200,108.8000,0.000089
FILLER_35_93,VGND,li1,48.9900,108.8000,0.000078
FILLER_35_85,VGND,li1,46.4600,108.8000,0.000072
FILLER_35_81,VGND,li1,43.4700,108.8000,0.000066
FILLER_35_69,VGND,li1,40.0200,108.8000,0.000058
FILLER_35_57,VGND,li1,34.5000,108.8000,0.000045
FILLER_35_55,VGND,li1,31.0500,108.8000,0.000035
FILLER_35_51,VGND,li1,29.9000,108.8000,0.000035
FILLER_35_41,VGND,li1,25.3000,108.8000,0.000024
FILLER_35_37,VGND,li1,22.7700,108.8000,0.000024
FILLER_35_29,VGND,li1,20.7000,108.8000,0.000024
FILLER_35_27,VGND,li1,18.1700,108.8000,0.000024
FILLER_35_23,VGND,li1,16.3300,108.8000,0.000024
FILLER_35_15,VGND,li1,14.2600,108.8000,0.000024
FILLER_35_3,VGND,li1,9.6600,108.8000,0.000024
FILLER_34_209,VGND,li1,103.0400,103.3600,0.000756
FILLER_34_197,VGND,li1,98.9000,103.3600,0.000756
FILLER_34_184,VGND,li1,92.9200,103.3600,0.000744
FILLER_34_135,VGND,li1,68.0800,103.3600,0.000609
FILLER_34_110,VGND,li1,56.5800,103.3600,0.000506
FILLER_34_83,VGND,li1,43.9300,103.3600,0.000384
FILLER_34_73,VGND,li1,39.7900,103.3600,0.000325
FILLER_34_65,VGND,li1,37.2600,103.3600,0.000299
FILLER_34_41,VGND,li1,24.6100,103.3600,0.000156
FILLER_34_33,VGND,li1,22.5400,103.3600,0.000159
FILLER_34_29,VGND,li1,19.0900,103.3600,0.000165
FILLER_34_27,VGND,li1,18.1700,103.3600,0.000165
FILLER_34_15,VGND,li1,15.1800,103.3600,0.000169
FILLER_34_3,VGND,li1,9.6600,103.3600,0.000169
FILLER_33_189,VGND,li1,93.8400,103.3600,0.000744
FILLER_33_132,VGND,li1,66.4700,103.3600,0.000609
FILLER_33_120,VGND,li1,63.4800,103.3600,0.000584
FILLER_33_97,VGND,li1,50.6000,103.3600,0.000456
FILLER_33_61,VGND,li1,33.8100,103.3600,0.000269
FILLER_33_57,VGND,li1,32.6600,103.3600,0.000243
FILLER_33_54,VGND,li1,30.8200,103.3600,0.000218
FILLER_33_6,VGND,li1,10.1200,103.3600,0.000169
FILLER_32_209,VGND,li1,102.1200,97.9200,0.000683
FILLER_32_205,VGND,li1,100.0500,97.9200,0.000679
FILLER_32_197,VGND,li1,97.9800,97.9200,0.000675
FILLER_32_192,VGND,li1,94.7600,97.9200,0.000665
FILLER_32_180,VGND,li1,91.0800,97.9200,0.000656
FILLER_32_176,VGND,li1,86.7100,97.9200,0.000639
FILLER_32_168,VGND,li1,83.0300,97.9200,0.000618
FILLER_32_147,VGND,li1,74.9800,97.9200,0.000576
